"spkid","full_name","pdes","name","prefix","neo","pha","H","G","M1","M2","K1","K2","PC","diameter","extent","albedo","rot_per","GM","epoch","epoch_mjd","epoch_cal","equinox","e","a","q","i","om","w","ma","ad","n","tp","tp_cal","per","per_y","moid","moid_ld","moid_jup","class","producer","data_arc","first_obs","last_obs","condition_code","rms","two_body","A1","A2","A3","DT"
2004487,"  4487 Pocahontas (1987 UA)",4487,Pocahontas,,Y,N,17.49,,,,,,,,,,,,2460000.5,60000,2023-02-25.0,J2000,0.2966,1.731,1.217,16.41,198.11,173.98,196.07,2.24,0.4329,2460379.16,2024-03-09.6,832,2.28,0.218,84.9,3.22,AMO,"Otto Matic",12588,1987-09-24,2022-03-12,0,.48687,,,,,
2004503,"  4503 Cleobulus (1989 WM)",4503,Cleobulus,,Y,N,15.82,,,,,,,,,,2.8164,,2460000.5,60000,2023-02-25.0,J2000,0.5243,2.704,1.286,2.51,45.96,76.25,154.69,4.12,0.2217,2459302.74,2021-03-29.2,1.62e+03,4.45,0.305,119,1,AMO,"Otto Matic",14766,1980-12-30,2021-06-04,0,.50531,,,,,
2004544,"  4544 Xanthus (1989 FB)",4544,Xanthus,,Y,N,17.39,,,,,,,1.3,,,37.65,,2460000.5,60000,2023-02-25.0,J2000,0.2502,1.042,0.781,14.14,23.96,333.86,158.44,1.30,0.9267,2459829.53,2022-09-07.0,388,1.06,0.174,67.8,4.15,APO,"Otto Matic",12373,1989-03-30,2023-02-13,0,.35847,,,,,
2004581,"  4581 Asclepius (1989 FC)",4581,Asclepius,,Y,Y,20.74,,,,,,,,,,8.008,,2460000.5,60000,2023-02-25.0,J2000,0.3569,1.023,0.658,4.92,180.21,255.36,0.25,1.39,0.9531,2460000.24,2023-02-24.7,378,1.03,0.00349,1.36,3.88,APO,"Otto Matic",11706,1989-03-31,2021-04-18,0,.47405,,,-3.6e-14,,
2004596,"  4596 (1981 QB)",4596,,,Y,N,16.29,,,,,,,,,,2.49101,,2460000.5,60000,2023-02-25.0,J2000,0.5199,2.24,1.075,37.07,154.22,248.37,113.83,3.40,0.294,2459613.38,2022-02-02.8,1.22e+03,3.35,0.296,115,2.88,AMO,"Otto Matic",14597,1981-08-28,2021-08-15,0,.52988,,,,,
2004660,"  4660 Nereus (1982 DB)",4660,Nereus,,Y,Y,18.65,,,,,,,0.33,,0.55,15.1,,2460000.5,60000,2023-02-25.0,J2000,0.3588,1.485,0.952,1.45,313.14,159.52,225.22,2.02,0.5446,2460247.98,2023-10-30.4,661,1.81,0.00404,1.57,3.11,APO,"Otto Matic",14853,1981-09-30,2022-05-31,0,.27547,,,1.4e-14,,
2004688,"  4688 (1980 WF)",4688,,,Y,N,19.60,,,,,,,0.6,,0.18,,,2460000.5,60000,2023-02-25.0,J2000,0.5179,2.232,1.076,6.38,241.23,213.82,228.01,3.39,0.2955,2460447.08,2024-05-16.5,1.22e+03,3.33,0.107,41.8,1.86,AMO,"Otto Matic",14739,1980-11-29,2021-04-07,0,.43788,,,-3.8e-14,,
2004769,"  4769 Castalia (1989 PB)",4769,Castalia,,Y,Y,17.53,,,,,,,1.4,,0.092,4.095,,2460000.5,60000,2023-02-25.0,J2000,0.4831,1.063,0.550,8.89,325.53,121.41,144.62,1.58,0.899,2459839.64,2022-09-17.1,400,1.1,0.0202,7.86,3.67,APO,"Otto Matic",12031,1989-08-01,2022-07-10,0,.47484,,,,,
2004947,"  4947 Ninkasi (1988 TJ1)",4947,Ninkasi,,Y,N,18.08,,,,,,,,,,21.1,,2460000.5,60000,2023-02-25.0,J2000,0.1684,1.37,1.139,15.65,215.43,192.93,135.81,1.60,0.6145,2459779.50,2022-07-19.0,586,1.6,0.149,57.9,3.77,AMO,"Otto Matic",16347,1978-02-17,2022-11-20,0,.52253,,,,,
2004953,"  4953 (1990 MU)",4953,,,Y,Y,14.86,,,,,,,,,,14.218,,2460000.5,60000,2023-02-25.0,J2000,0.6574,1.621,0.555,24.38,77.53,77.95,358.51,2.69,0.4774,2460003.63,2023-02-28.1,754,2.06,0.0251,9.77,2.73,APO,"Otto Matic",17716,1974-07-21,2023-01-21,0,.41408,,,,,
2004954,"  4954 Eric (1990 SQ)",4954,Eric,,Y,N,12.58,,,,,,,10.8,,0.176,12.056,,2460000.5,60000,2023-02-25.0,J2000,0.4492,2.002,1.103,17.43,358.42,52.57,139.11,2.90,0.348,2459600.81,2022-01-21.3,1.03e+03,2.83,0.194,75.5,2.7,AMO,"Otto Matic",17416,1975-06-07,2023-02-11,0,.37911,,,,,
2004957,"  4957 Brucemurray (1990 XJ)",4957,Brucemurray,,Y,N,14.93,,,,,,,3.499,,0.132,2.892,,2460000.5,60000,2023-02-25.0,J2000,0.2188,1.566,1.223,35.01,254.88,97.49,208.55,1.91,0.5032,2460301.50,2023-12-22.9,715,1.96,0.424,165,3.6,AMO,"Otto Matic",17128,1976-03-11,2023-02-01,0,.48223,,,,,
2005011,"  5011 Ptah (6743 P-L)",5011,Ptah,,Y,Y,16.71,,,,,,,,,,56.3,,2460000.5,60000,2023-02-25.0,J2000,0.5001,1.636,0.818,7.41,10.64,105.95,251.08,2.45,0.4711,2460231.74,2023-10-14.2,764,2.09,0.0246,9.59,2.7,APO,"Otto Matic",22522,1960-09-24,2022-05-24,0,.5013,,,,,
2005131,"  5131 (1990 BG)",5131,,,Y,N,14.86,,,,,,,,,,37.2,,2460000.5,60000,2023-02-25.0,J2000,0.5690,1.486,0.641,36.43,110.38,135.83,31.68,2.33,0.544,2459942.27,2022-12-28.7,662,1.81,0.275,107,3.02,APO,"Otto Matic",15791,1978-12-06,2022-03-01,0,.4696,,,,,
2005143,"  5143 Heracles (1991 VL)",5143,Heracles,,Y,N,14.10,,,,,,,4.843,,0.227,2.7063,,2460000.5,60000,2023-02-25.0,J2000,0.7719,1.835,0.419,9.00,309.36,227.96,167.68,3.25,0.3966,2459577.70,2021-12-29.2,908,2.49,0.0579,22.5,1.8,APO,"Otto Matic",25193,1953-11-30,2022-11-21,0,.39011,,,,,
2005189,"  5189 (1990 UQ)",5189,,,Y,Y,17.85,,,,,,,,,,6.653,,2460000.5,60000,2023-02-25.0,J2000,0.4780,1.552,0.810,3.58,135.07,159.95,311.68,2.29,0.5098,2460095.28,2023-05-30.7,706,1.93,0.0449,17.5,2.93,APO,"Otto Matic",11786,1990-10-20,2023-01-26,0,.38295,,,,,
2005324,"  5324 Lyapunov (1987 SL)",5324,Lyapunov,,Y,N,15.45,,,,,,,,,,,,2460000.5,60000,2023-02-25.0,J2000,0.6047,2.984,1.180,19.62,352.25,321.14,347.12,4.79,0.1912,2460067.89,2023-05-03.3,1.88e+03,5.16,0.229,89.2,1,AMO,"Otto Matic",12621,1987-09-19,2022-04-09,0,.61231,,,,,
2005332,"  5332 Davidaguilar (1990 DA)",5332,Davidaguilar,,Y,N,14.87,,,,,,,3.6,,,5.803,,2460000.5,60000,2023-02-25.0,J2000,0.4553,2.164,1.178,25.52,142.78,306.06,153.71,3.15,0.3097,2459504.21,2021-10-16.7,1.16e+03,3.18,0.306,119,2.37,AMO,"Otto Matic",17794,1973-10-18,2022-07-07,0,.46593,,,,,
2005370,"  5370 Taranis (1986 RA)",5370,Taranis,,Y,N,15.24,,,,,,,3.6,,0.037,,,2460000.5,60000,2023-02-25.0,J2000,0.6371,3.321,1.205,19.17,177.80,161.35,352.95,5.44,0.1628,2460043.83,2023-04-09.3,2.21e+03,6.05,0.212,82.6,0.375,AMO,"Otto Matic",13073,1986-08-11,2022-05-27,0,.61077,,,,,
2005381,"  5381 Sekhmet (1991 JY)",5381,Sekhmet,,Y,N,16.75,,,,,,,0.935,,0.507,2.8233,,2460000.5,60000,2023-02-25.0,J2000,0.2964,0.9475,0.667,48.97,58.53,37.42,277.91,1.23,1.069,2460077.32,2023-05-12.8,337,0.922,0.113,43.8,4.17,ATE,"Otto Matic",9438,1991-05-14,2017-03-16,0,.37794,,,,,
2005496,"  5496 (1973 NA)",5496,,,Y,N,16.15,,,,,,,,,,2.855,,2460000.5,60000,2023-02-25.0,J2000,0.6353,2.435,0.888,68.00,101.05,118.01,39.72,3.98,0.2593,2459847.32,2022-09-24.8,1.39e+03,3.8,0.0917,35.7,2.66,APO,"Otto Matic",17771,1973-07-06,2022-03-02,0,.50126,,,,,
2005587,"  5587 (1990 SB)",5587,,,Y,N,13.90,,,,,,,3.57,,0.32,5.0522,,2460000.5,60000,2023-02-25.0,J2000,0.5440,2.398,1.093,18.09,189.92,86.81,304.81,3.70,0.2654,2460208.42,2023-09-20.9,1.36e+03,3.71,0.308,120,1.96,AMO,"Otto Matic",25270,1953-12-07,2023-02-13,0,.4077,,,,,
2005590,"  5590 (1990 VA)",5590,,,Y,N,19.91,,,,,,,,,,,,2460000.5,60000,2023-02-25.0,J2000,0.2795,0.9857,0.710,14.19,216.28,34.49,141.55,1.26,1.007,2459859.96,2022-10-07.4,357,0.979,0.121,47,3.76,ATE,"Otto Matic",2218,1990-11-09,1996-12-05,2,.65649,,,,,
2005604,"  5604 (1992 FE)",5604,,,Y,Y,17.38,,,,,,,0.55,,0.48,5.3375,,2460000.5,60000,2023-02-25.0,J2000,0.4061,0.9286,0.551,4.72,311.90,82.66,329.07,1.31,1.101,2460028.58,2023-03-25.0,327,0.895,0.0336,13.1,4.13,ATE,"Otto Matic",16041,1976-04-23,2020-03-24,0,.37784,,,-2.7e-14,,
2005620,"  5620 Jasonwheeler (1990 OA)",5620,Jasonwheeler,,Y,N,17.12,,,,,,,,,,5.307,,2460000.5,60000,2023-02-25.0,J2000,0.4225,2.159,1.247,7.87,128.65,153.80,105.55,3.07,0.3107,2459660.78,2022-03-22.2,1.16e+03,3.17,0.238,92.5,2.12,AMO,"Otto Matic",24671,1955-05-16,2022-12-01,0,.52591,,,,,
2005626,"  5626 Melissabrucker (1991 FE)",5626,Melissabrucker,,Y,N,14.35,,,,,,,,,,2.48611,,2460000.5,60000,2023-02-25.0,J2000,0.4548,2.194,1.196,3.85,173.10,231.81,18.25,3.19,0.3032,2459940.30,2022-12-26.7,1.19e+03,3.25,0.211,82.3,2.23,AMO,"Otto Matic",19151,1970-09-08,2023-02-13,0,.40832,,,,,
2005645,"  5645 (1990 SP)",5645,,,Y,N,17.21,,,,,,,1.668,,0.121,30.39,,2460000.5,60000,2023-02-25.0,J2000,0.3872,1.355,0.830,13.51,45.71,48.27,149.41,1.88,0.6252,2459761.53,2022-07-01.0,576,1.58,0.0546,21.3,3.38,APO,"Otto Matic",17131,1974-08-13,2021-07-08,0,.38133,,,,,
2005646,"  5646 (1990 TR)",5646,,,Y,N,15.51,,,,,,,4.3,,0.223,3.1999,,2460000.5,60000,2023-02-25.0,J2000,0.4361,2.143,1.209,7.91,14.10,335.76,126.59,3.08,0.3141,2459597.46,2022-01-17.9,1.15e+03,3.14,0.21,81.7,2.36,AMO,"Otto Matic",11972,1990-05-03,2023-02-11,0,.45456,,,,,
2005653,"  5653 Camarillo (1992 WD5)",5653,Camarillo,,Y,N,16.24,,,,,,,1.537,,0.271,4.834,,2460000.5,60000,2023-02-25.0,J2000,0.3046,1.794,1.247,6.88,9.89,122.65,177.86,2.34,0.4102,2459566.94,2021-12-18.4,878,2.4,0.282,110,2.72,AMO,"Otto Matic",17635,1974-03-24,2022-07-05,0,.42075,,,,,
2005660,"  5660 (1974 MA)",5660,,,Y,N,15.52,,,,,,,,,,17.5,,2460000.5,60000,2023-02-25.0,J2000,0.7619,1.786,0.425,38.13,302.15,127.01,110.22,3.15,0.4131,2459733.70,2022-06-03.1,871,2.39,0.162,63.1,2.84,APO,"Otto Matic",16737,1974-06-26,2020-04-22,0,.48301,,,,,
2005693,"  5693 (1993 EA)",5693,,,Y,Y,16.78,,,,,,,,,,2.496,,2460000.5,60000,2023-02-25.0,J2000,0.5852,1.271,0.527,5.06,96.99,258.97,150.23,2.01,0.6882,2459782.18,2022-07-21.6,523,1.43,0.00587,2.28,3.44,APO,"Otto Matic",14279,1984-01-10,2023-02-13,0,.44771,,,,,
2005731,"  5731 Zeus (1988 VP4)",5731,Zeus,,Y,N,15.44,,,,,,,5.231,,0.031,,,2460000.5,60000,2023-02-25.0,J2000,0.6519,2.266,0.789,11.20,280.59,218.45,352.93,3.74,0.2889,2460024.98,2023-03-21.4,1.25e+03,3.41,0.0642,25,1.43,APO,"Otto Matic",12567,1988-09-13,2023-02-09,0,.42097,,,,,
2005751,"  5751 Zao (1992 AC)",5751,Zao,,Y,N,14.91,,,,,,,2.3,,0.36,76,,2460000.5,60000,2023-02-25.0,J2000,0.4252,2.102,1.208,16.07,121.63,25.50,60.14,3.00,0.3235,2459814.58,2022-08-23.0,1.11e+03,3.05,0.241,93.7,2.07,AMO,"Otto Matic",12035,1989-03-10,2022-02-20,0,.51221,,,,,
2005786,"  5786 Talos (1991 RC)",5786,Talos,,Y,N,17.22,,,,,,,,,,23.6,,2460000.5,60000,2023-02-25.0,J2000,0.8269,1.081,0.187,23.24,161.30,8.38,111.74,1.98,0.8764,2459873.00,2022-10-20.5,411,1.12,0.189,73.4,3,APO,"Otto Matic",10659,1991-09-03,2020-11-08,0,.49209,,,,,
2005797,"  5797 Bivoj (1980 AA)",5797,Bivoj,,Y,N,18.89,,,,,,,0.4,,,2.706,,2460000.5,60000,2023-02-25.0,J2000,0.4443,1.893,1.052,4.19,298.93,168.65,202.38,2.73,0.3783,2460417.14,2024-04-16.6,952,2.61,0.0695,27.1,2.42,AMO,"Otto Matic",23940,1953-10-12,2019-04-29,0,.54188,,,,,
2005828,"  5828 (1991 AM)",5828,,,Y,N,16.03,,,,,,,1.457,,0.331,2.6666,,2460000.5,60000,2023-02-25.0,J2000,0.6949,1.698,0.518,30.12,125.42,152.77,150.29,2.88,0.4456,2459663.21,2022-03-24.7,808,2.21,0.397,155,2.46,APO,"Otto Matic",14697,1982-11-13,2023-02-08,0,.43673,,,,,
2005836,"  5836 (1993 MF)",5836,,,Y,N,15.00,,,,,,,2.754,,0.156,4.9543,,2460000.5,60000,2023-02-25.0,J2000,0.5365,2.441,1.131,7.95,238.73,78.05,264.54,3.75,0.2584,2460369.86,2024-02-29.3,1.39e+03,3.81,0.184,71.6,1.71,AMO,"Otto Matic",15244,1981-04-26,2023-01-20,0,.44972,,,,,
2005863,"  5863 Tara (1983 RB)",5863,Tara,,Y,N,15.85,,,,,,,1.345,,0.488,5.867,,2460000.5,60000,2023-02-25.0,J2000,0.5054,2.222,1.099,19.49,168.89,115.52,348.43,3.35,0.2975,2460039.38,2023-04-04.8,1.21e+03,3.31,0.236,91.7,2.25,AMO,"Otto Matic",14088,1983-09-07,2022-04-03,0,.49669,,,,,
2005869,"  5869 Tanith (1988 VN4)",5869,Tanith,,Y,N,17.22,,,,,,,,,,17.519,,2460000.5,60000,2023-02-25.0,J2000,0.3211,1.812,1.230,17.93,227.85,230.83,350.02,2.39,0.404,2460025.19,2023-03-21.6,891,2.44,0.31,121,2.95,AMO,"Otto Matic",16744,1977-02-16,2022-12-21,0,.47858,,,,,
2005879,"  5879 Almeria (1992 CH1)",5879,Almeria,,Y,N,17.61,,,,,,,,,,21.967,,2460000.5,60000,2023-02-25.0,J2000,0.2890,1.625,1.155,21.57,145.83,355.81,357.49,2.09,0.476,2460005.78,2023-03-02.2,756,2.07,0.168,65.4,2.93,AMO,"Otto Matic",11327,1992-02-08,2023-02-12,0,.43676,,,,,
2006037,"  6037 (1988 EG)",6037,,,Y,Y,19.00,,,,,,,,,,2.7602,,2460000.5,60000,2023-02-25.0,J2000,0.4996,1.271,0.636,3.50,182.36,242.18,197.21,1.91,0.6877,2460237.22,2023-10-19.7,523,1.43,0.0241,9.36,3.44,APO,"Otto Matic",12142,1988-03-12,2021-06-09,0,.41705,,,,,
2006047,"  6047 (1991 TB1)",6047,,,Y,N,17.85,,,,,,,,,,,,2460000.5,60000,2023-02-25.0,J2000,0.3521,1.455,0.942,23.48,6.08,103.81,265.32,1.97,0.5618,2460169.02,2023-08-12.5,641,1.75,0.14,54.6,3.31,APO,"Otto Matic",13449,1985-03-20,2022-01-14,0,.51052,,,,,
2006050,"  6050 Miwablock (1992 AE)",6050,Miwablock,,Y,N,15.00,,,,,,,2.884,,0.257,5.7566,,2460000.5,60000,2023-02-25.0,J2000,0.4371,2.203,1.240,6.40,88.17,285.01,212.29,3.17,0.3015,2460490.40,2024-06-28.8,1.19e+03,3.27,0.268,104,2.33,AMO,"Otto Matic",25548,1953-02-15,2023-01-27,0,.47094,,,,,
2006053,"  6053 (1993 BW3)",6053,,,Y,N,14.92,,,,,,,3.720,,0.140,2.573,,2460000.5,60000,2023-02-25.0,J2000,0.5287,2.147,1.012,21.58,318.24,74.91,254.05,3.28,0.3133,2460338.69,2024-01-29.1,1.15e+03,3.15,0.221,86.1,2.7,APO,"Otto Matic",16765,1976-06-04,2022-04-29,0,.35436,,,,,
2006063,"  6063 Jason (1984 KB)",6063,Jason,,Y,N,16.04,,,,,,,1.4,,0.21,48.6,,2460000.5,60000,2023-02-25.0,J2000,0.7625,2.221,0.528,4.96,169.06,337.60,281.21,3.91,0.2977,2460265.12,2023-11-16.6,1.21e+03,3.31,0.0763,29.7,1.13,APO,"Otto Matic",22620,1960-10-22,2022-09-27,0,.38225,,,,,
2006178,"  6178 (1986 DA)",6178,,,Y,N,15.78,,,,,,,2.3,,0.15,3.5002,,2460000.5,60000,2023-02-25.0,J2000,0.5843,2.815,1.170,4.31,64.50,127.45,289.61,4.46,0.2086,2460337.86,2024-01-28.3,1.73e+03,4.72,0.181,70.6,0.52,AMO,"Otto Matic",16597,1977-07-17,2022-12-25,0,.45374,,,,,
2006239,"  6239 Minos (1989 QF)",6239,Minos,,Y,Y,18.57,,,,,,,,,,3.5558,,2460000.5,60000,2023-02-25.0,J2000,0.4126,1.151,0.676,3.94,344.57,239.70,105.64,1.63,0.798,2459868.12,2022-10-15.6,451,1.24,0.0262,10.2,3.36,APO,"Otto Matic",13876,1983-01-14,2021-01-10,0,.4761,,,,,
2006455,"  6455 (1992 HE)",6455,,,Y,N,13.95,,,,,,,4.626,,0.227,2.7361,,2460000.5,60000,2023-02-25.0,J2000,0.5724,2.241,0.958,37.34,26.90,262.81,53.60,3.52,0.2938,2459818.07,2022-08-26.5,1.23e+03,3.35,0.29,113,2.84,APO,"Otto Matic",12186,1989-09-29,2023-02-09,0,.38385,,,,,
2006456,"  6456 Golombek (1992 OM)",6456,Golombek,,Y,N,16.00,,,,,,,,,,2.50129,,2460000.5,60000,2023-02-25.0,J2000,0.4093,2.192,1.295,8.22,313.58,347.14,152.89,3.09,0.3037,2459497.02,2021-10-09.5,1.19e+03,3.25,0.28,109,2.17,AMO,"Otto Matic",15849,1979-08-22,2023-01-12,0,.44699,,,,,
2006489,"  6489 Golevka (1991 JX)",6489,Golevka,,Y,Y,19.22,,,,,,,0.53,,0.151,6.026,,2460000.5,60000,2023-02-25.0,J2000,0.6123,2.485,0.963,2.27,209.47,68.67,1.14,4.01,0.2516,2459995.97,2023-02-20.4,1.43e+03,3.92,0.025,9.73,1.17,APO,"Otto Matic",8968,1991-04-15,2015-11-03,0,.62902,,,-1.2e-14,,
2006491,"  6491 (1991 OA)",6491,,,Y,Y,18.74,,,,,,,,,,2.69,,2460000.5,60000,2023-02-25.0,J2000,0.5903,2.501,1.025,5.95,301.89,323.64,353.53,3.98,0.2492,2460026.46,2023-03-22.9,1.44e+03,3.96,0.0428,16.7,1.18,AMO,"Otto Matic",10431,1991-03-18,2019-10-08,0,.55787,,,,,
2006569,"  6569 Ondaatje (1993 MO)",6569,Ondaatje,,Y,N,16.67,,,,,,,,,,5.295,,2460000.5,60000,2023-02-25.0,J2000,0.2208,1.626,1.267,22.64,111.47,167.35,103.83,1.99,0.4753,2459782.03,2022-07-21.5,757,2.07,0.254,99,3.18,AMO,"Otto Matic",14171,1983-12-29,2022-10-16,0,.36687,,,,,
2006611,"  6611 (1993 VW)",6611,,,Y,N,16.91,,,,,,,1.408,,0.158,2.5568,,2460000.5,60000,2023-02-25.0,J2000,0.4847,1.696,0.874,8.70,230.77,281.63,47.23,2.52,0.4462,2459894.65,2022-11-11.1,807,2.21,0.0602,23.4,2.55,APO,"Otto Matic",14561,1982-11-15,2022-09-27,0,.50662,,,,,
2007025,"  7025 (1993 QA)",7025,,,Y,N,18.09,,,,,,,0.498,,0.340,2.5057,,2460000.5,60000,2023-02-25.0,J2000,0.3149,1.476,1.011,12.61,146.60,323.47,44.85,1.94,0.5497,2459918.91,2022-12-05.4,655,1.79,0.063,24.5,3.2,APO,"Otto Matic",10758,1993-08-16,2023-01-29,0,.5316,,,,,
2007088,"  7088 Ishtar (1992 AA)",7088,Ishtar,,Y,N,16.84,,,,,,,1.298,,0.260,2.679,,2460000.5,60000,2023-02-25.0,J2000,0.3899,1.981,1.209,8.30,102.61,354.77,59.72,2.75,0.3534,2459831.50,2022-09-09.0,1.02e+03,2.79,0.225,87.7,2.45,AMO,"Otto Matic",15243,1981-03-03,2022-11-26,0,.4407,,,,,
2007092,"  7092 Cadmus (1992 LC)",7092,Cadmus,,Y,N,15.13,,,,,,,6.319,,0.046,,,2460000.5,60000,2023-02-25.0,J2000,0.6944,2.544,0.778,17.78,56.78,94.78,244.89,4.31,0.2429,2460474.40,2024-06-12.8,1.48e+03,4.06,0.0999,38.9,1.5,APO,"Otto Matic",15476,1980-06-02,2022-10-16,0,.54941,,,,,
2007236,"  7236 (1987 PA)",7236,,,Y,N,18.30,,,,,,,,,,,,2460000.5,60000,2023-02-25.0,J2000,0.5590,2.725,1.202,16.33,308.50,337.93,335.63,4.25,0.2191,2460111.71,2023-06-16.2,1.64e+03,4.5,0.202,78.5,1.06,AMO,"Otto Matic",9934,1987-08-01,2014-10-12,0,.42561,,,,,
2007335,"  7335 (1989 JA)",7335,,,Y,Y,17.70,,,,,,,1.8,,0.448,12,,2460000.5,60000,2023-02-25.0,J2000,0.4846,1.772,0.913,15.17,61.28,232.30,98.36,2.63,0.4179,2459765.13,2022-07-04.6,861,2.36,0.0219,8.52,2.67,APO,"Otto Matic",12317,1989-04-06,2022-12-26,0,.32187,,,,,
2007336,"  7336 Saunders (1989 RS1)",7336,Saunders,,Y,N,18.80,,,,,,,,,,4.307,,2460000.5,60000,2023-02-25.0,J2000,0.4816,2.306,1.196,7.20,174.47,181.51,196.93,3.42,0.2814,2460579.93,2024-09-26.4,1.28e+03,3.5,0.19,73.7,2.03,AMO,"Otto Matic",12871,1982-10-20,2018-01-15,0,.44637,,,,,
2007341,"  7341 (1991 VK)",7341,,,Y,Y,16.96,,,,,,,0.982,,0.235,4.2096,,2460000.5,60000,2023-02-25.0,J2000,0.5060,1.841,0.910,5.41,294.74,173.49,161.16,2.77,0.3945,2459592.00,2022-01-12.5,913,2.5,0.0478,18.6,2.39,APO,"Otto Matic",11226,1991-09-12,2022-06-07,0,.32725,,,-5.3e-15,,
2007350,"  7350 (1993 VA)",7350,,,Y,N,17.29,,,,,,,1.921,,0.069,3.58264,,2460000.5,60000,2023-02-25.0,J2000,0.3911,1.356,0.826,7.26,133.11,336.66,169.22,1.89,0.6242,2459729.39,2022-05-29.8,577,1.58,0.0806,31.4,3.25,APO,"Otto Matic",21091,1963-10-15,2021-07-13,0,.4083,,,,,
2007358,"  7358 Oze (1995 YA3)",7358,Oze,,Y,N,14.76,,,,,,,,,,5.433,,2460000.5,60000,2023-02-25.0,J2000,0.5023,2.199,1.094,4.66,265.45,92.27,170.45,3.30,0.3023,2459436.60,2021-08-10.0,1.19e+03,3.26,0.123,48,2.19,AMO,"Otto Matic",22820,1959-12-02,2022-05-25,0,.49932,,,,,
2007474,"  7474 (1992 TC)",7474,,,Y,N,18.00,,,,,,,,,,5.54,,2460000.5,60000,2023-02-25.0,J2000,0.2922,1.566,1.108,7.09,88.61,275.65,187.68,2.02,0.5031,2460343.05,2024-02-02.5,716,1.96,0.167,64.9,3.45,AMO,"Otto Matic",11250,1990-08-19,2021-06-07,0,.6589,,,,,
2007480,"  7480 Norwan (1994 PC)",7480,Norwan,,Y,N,17.23,,,,,,,,,,35.9,,2460000.5,60000,2023-02-25.0,J2000,0.3170,1.568,1.071,9.45,124.37,256.85,156.96,2.06,0.502,2459687.85,2022-04-18.3,717,1.96,0.161,62.6,3.43,AMO,"Otto Matic",14887,1982-05-01,2023-02-02,0,.60783,,,,,
2007482,"  7482 (1994 PC1)",7482,,,Y,Y,16.65,,,,,,,1.052,,0.277,2.5999,,2460000.5,60000,2023-02-25.0,J2000,0.3294,1.349,0.904,33.47,117.86,47.49,228.98,1.79,0.6292,2460208.73,2023-09-21.2,572,1.57,0.000609,0.237,3.37,APO,"Otto Matic",17476,1974-09-22,2022-07-28,0,.34637,,,,,
2007753,"  7753 (1988 XB)",7753,,,Y,Y,18.02,,,,,,,,,,42.2,,2460000.5,60000,2023-02-25.0,J2000,0.4816,1.467,0.760,3.12,73.39,280.07,123.10,2.17,0.5547,2459778.57,2022-07-18.0,649,1.78,0.00647,2.52,3.27,APO,"Otto Matic",12487,1988-12-05,2023-02-12,0,.39597,,,-1.1e-14,,
2007822,"  7822 (1991 CS)",7822,,,Y,Y,17.30,,,,,,,1.602,,0.075,2.3896,,2460000.5,60000,2023-02-25.0,J2000,0.1646,1.123,0.938,37.12,156.85,249.44,45.25,1.31,0.8285,2459945.89,2023-01-01.3,435,1.19,0.0214,8.33,3.96,APO,"Otto Matic",11493,1991-01-19,2022-07-08,0,.40977,,,,,
2007839,"  7839 (1994 ND)",7839,,,Y,N,17.80,,,,,,,0.784,,0.181,,,2460000.5,60000,2023-02-25.0,J2000,0.5186,2.165,1.042,27.11,102.51,228.35,342.28,3.29,0.3094,2460057.79,2023-04-23.2,1.16e+03,3.19,0.136,52.8,2.36,AMO,"Otto Matic",9038,1994-07-03,2019-04-01,0,.54406,,,,,
2007888,"  7888 (1993 UC)",7888,,,Y,N,15.19,,,,,,,2.298,,0.257,2.337,,2460000.5,60000,2023-02-25.0,J2000,0.6633,2.437,0.820,26.09,165.90,323.04,228.68,4.05,0.2591,2460507.27,2024-07-15.7,1.39e+03,3.8,0.0867,33.7,1.46,APO,"Otto Matic",12018,1989-10-28,2022-09-23,0,.36234,,,,,
2007889,"  7889 (1994 LX)",7889,,,Y,N,15.14,,,,,,,1.680,,0.452,2.741,,2460000.5,60000,2023-02-25.0,J2000,0.3462,1.262,0.825,36.91,111.27,349.17,279.77,1.70,0.6955,2460115.85,2023-06-20.3,518,1.42,0.155,60.3,3.47,APO,"Otto Matic",16475,1977-08-10,2022-09-18,0,.36607,,,,,
2007977,"  7977 (1977 QQ5)",7977,,,Y,N,15.17,,,,,,,,,,7.456,,2460000.5,60000,2023-02-25.0,J2000,0.4663,2.226,1.188,25.16,134.14,248.09,235.25,3.26,0.2967,2460420.93,2024-04-20.4,1.21e+03,3.32,0.355,138,2.65,AMO,"Otto Matic",24547,1955-03-23,2022-06-06,0,.46915,,,,,
2008013,"  8013 Gordonmoore (1990 KA)",8013,Gordonmoore,,Y,N,17.10,,,,,,,2.3,,,8.4,,2460000.5,60000,2023-02-25.0,J2000,0.4313,2.2,1.251,7.57,105.56,146.74,10.21,3.15,0.3021,2459966.69,2023-01-22.1,1.19e+03,3.26,0.247,96.3,1.92,AMO,"Otto Matic",25658,1951-09-01,2021-11-30,0,.5665,,,,,
2008014,"  8014 (1990 MF)",8014,,,Y,Y,18.88,,,,,,,0.7,,,50.09,,2460000.5,60000,2023-02-25.0,J2000,0.4562,1.747,0.950,1.87,209.84,114.76,35.33,2.54,0.4268,2459917.73,2022-12-04.2,843,2.31,0.0167,6.49,2.81,APO,"Otto Matic",11615,1990-06-14,2022-04-02,0,.28875,,,-2.3e-14,,
